,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
3752,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
3753,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
3754,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3755,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
3756,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
3757,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,
3758,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3759,Assign seriousness,Take in charge ticket,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
3760,Assign seriousness,Take in charge ticket,Require upgrade,Require upgrade,Require upgrade,Resolve ticket,Closed,,,,,,,,
3761,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
3762,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,,
3763,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
3764,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3765,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3766,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3767,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3768,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
3769,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
3770,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
3771,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3772,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3773,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3774,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
3775,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3776,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
3777,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3778,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
3779,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3780,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3781,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
3782,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3783,Insert ticket,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,
3784,Assign seriousness,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,
3785,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,
3786,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
3787,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,
3788,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
3789,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,,
3790,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
3791,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3792,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3793,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
3794,Assign seriousness,Take in charge ticket,Wait,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
3795,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3796,Assign seriousness,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
3797,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
3798,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3799,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3800,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
3801,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
3802,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3803,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
3804,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3805,Assign seriousness,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,
3806,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3807,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
3808,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3809,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,
3810,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3811,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3812,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3813,Assign seriousness,Take in charge ticket,Wait,Wait,Resolve ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,
3814,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
3815,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3816,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,
3817,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3818,Assign seriousness,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
3819,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3820,Create SW anomaly,Resolve SW anomaly,Resolve ticket,Closed,,,,,,,,,,,
3821,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3822,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
3823,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3824,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3825,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3826,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
3827,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
3828,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
3829,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
3830,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
3831,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3832,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3833,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3834,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3835,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
3836,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3837,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
3838,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
3839,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3840,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3841,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,,
3842,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
3843,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3844,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3845,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3846,Assign seriousness,Take in charge ticket,Require upgrade,Resolve ticket,Closed,,,,,,,,,,
3847,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3848,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
3849,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3850,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
3851,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
3852,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3853,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3854,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
3855,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
3856,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
3857,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3858,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
3859,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3860,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3861,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
3862,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
3863,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3864,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
3865,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
3866,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3867,Insert ticket,Assign seriousness,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
3868,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
3869,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
3870,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3871,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
3872,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3873,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3874,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
3875,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3876,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
3877,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
3878,Assign seriousness,Take in charge ticket,Require upgrade,Create SW anomaly,Resolve ticket,RESOLVED,INVALID,VERIFIED,Closed,,,,,,
3879,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3880,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
3881,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3882,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
3883,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3884,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
3885,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
3886,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
3887,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3888,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3889,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3890,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
3891,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3892,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
3893,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
3894,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
3895,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3896,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3897,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,,
3898,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
3899,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3900,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3901,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3902,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3903,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3904,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3905,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
3906,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
3907,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3908,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3909,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
3910,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3911,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3912,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3913,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3914,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3915,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
3916,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3917,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3918,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3919,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3920,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3921,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
3922,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
3923,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
3924,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3925,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3926,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3927,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
3928,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
3929,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
3930,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3931,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
3932,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3933,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3934,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3935,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
3936,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3937,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3938,Assign seriousness,Take in charge ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
3939,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
3940,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,Closed,,,,,,,,
3941,Assign seriousness,Take in charge ticket,Take in charge ticket,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,
3942,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
3943,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
3944,Assign seriousness,Take in charge ticket,Require upgrade,Require upgrade,Resolve ticket,Resolve ticket,Closed,,,,,,,,
3945,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3946,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3947,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
3948,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3949,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3950,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3951,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3952,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3953,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3954,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3955,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
3956,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,
3957,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
3958,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3959,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
3960,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3961,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3962,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Resolve ticket,Take in charge ticket,Create SW anomaly,Resolve ticket,Closed,,,,,,
3963,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3964,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
3965,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3966,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3967,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3968,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
3969,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
3970,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3971,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3972,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3973,Assign seriousness,Take in charge ticket,Require upgrade,Resolve ticket,Closed,,,,,,,,,,
3974,Assign seriousness,Take in charge ticket,Take in charge ticket,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,
3975,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
3976,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
3977,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3978,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3979,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3980,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3981,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3982,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3983,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3984,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
3985,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,,
3986,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
3987,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,
3988,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
3989,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
3990,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
3991,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
3992,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3993,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,
3994,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3995,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3996,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3997,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
3998,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
3999,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
4000,Assign seriousness,Take in charge ticket,Wait,Wait,Take in charge ticket,Wait,Wait,Take in charge ticket,Take in charge ticket,Take in charge ticket,Resolve ticket,Closed,,,
4001,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4002,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4003,Assign seriousness,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
4004,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4005,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4006,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
4007,Assign seriousness,Take in charge ticket,Wait,Create SW anomaly,Require upgrade,Resolve ticket,Closed,,,,,,,,
4008,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4009,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
4010,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4011,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4012,Assign seriousness,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,,
4013,Assign seriousness,Wait,Resolve ticket,Closed,,,,,,,,,,,
4014,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4015,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
4016,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4017,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4018,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4019,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
4020,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4021,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
4022,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4023,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
4024,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4025,Assign seriousness,Take in charge ticket,Take in charge ticket,Schedule intervention,Resolve ticket,Closed,,,,,,,,,
4026,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4027,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4028,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
4029,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4030,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
4031,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
4032,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4033,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4034,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
4035,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4036,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4037,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
4038,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4039,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
4040,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
4041,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
4042,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4043,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4044,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4045,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
4046,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
4047,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4048,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4049,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
4050,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
